"phase","parPri","parPub","trial","predResp","corr","phaseNum","trialType","block","excInh","ctrlType"
"ph1",6527826,"BLIND",1,1,1,1,"e1+",1,"Exc","pre. (E & I)"
"ph1",6527826,"BLIND",2,1,0,1,"e4-",1,"Inh","pre. (E & I)"
"ph1",6527826,"BLIND",3,1,1,1,"Ee4+",1,"Inh","pre. (E & I)"
"ph1",6527826,"BLIND",4,1,0,1,"Ie1-",1,"Exc","pre. (E & I)"
"ph1",6527826,"BLIND",5,1,0,1,"Ie1-",2,"Exc","pre. (E & I)"
"ph1",6527826,"BLIND",6,1,0,1,"e4-",2,"Inh","pre. (E & I)"
"ph1",6527826,"BLIND",7,1,1,1,"e1+",2,"Exc","pre. (E & I)"
"ph1",6527826,"BLIND",8,1,1,1,"Ee4+",2,"Inh","pre. (E & I)"
"ph1",6527826,"BLIND",9,1,0,1,"e4-",3,"Inh","pre. (E & I)"
"ph1",6527826,"BLIND",10,1,0,1,"Ie1-",3,"Exc","pre. (E & I)"
"ph1",6527826,"BLIND",11,1,1,1,"e1+",3,"Exc","pre. (E & I)"
"ph1",6527826,"BLIND",12,1,1,1,"Ee4+",3,"Inh","pre. (E & I)"
"ph1",6527826,"BLIND",13,0,1,1,"Ie1-",4,"Exc","pre. (E & I)"
"ph1",6527826,"BLIND",14,0,0,1,"e1+",4,"Exc","pre. (E & I)"
"ph1",6527826,"BLIND",15,1,1,1,"Ee4+",4,"Inh","pre. (E & I)"
"ph1",6527826,"BLIND",16,0,1,1,"e4-",4,"Inh","pre. (E & I)"
"ph1",6527826,"BLIND",17,1,1,1,"e1+",5,"Exc","pre. (E & I)"
"ph1",6527826,"BLIND",18,0,1,1,"Ie1-",5,"Exc","pre. (E & I)"
"ph1",6527826,"BLIND",19,1,1,1,"Ee4+",5,"Inh","pre. (E & I)"
"ph1",6527826,"BLIND",20,0,1,1,"e4-",5,"Inh","pre. (E & I)"
"ph1",6527826,"BLIND",21,1,1,1,"Ie1-",6,"Exc","pre. (E & I)"
"ph1",6527826,"BLIND",22,1,0,1,"Ee4+",6,"Inh","pre. (E & I)"
"ph1",6527826,"BLIND",23,0,0,1,"e4-",6,"Inh","pre. (E & I)"
"ph1",6527826,"BLIND",24,1,0,1,"e1+",6,"Exc","pre. (E & I)"
"ph1",6527826,"BLIND",25,0,1,1,"Ie1-",7,"Exc","pre. (E & I)"
"ph1",6527826,"BLIND",26,0,1,1,"e4-",7,"Inh","pre. (E & I)"
"ph1",6527826,"BLIND",27,0,0,1,"e1+",7,"Exc","pre. (E & I)"
"ph1",6527826,"BLIND",28,1,1,1,"Ee4+",7,"Inh","pre. (E & I)"
"ph1",6527826,"BLIND",29,0,1,1,"e4-",8,"Inh","pre. (E & I)"
"ph1",6527826,"BLIND",30,1,1,1,"e1+",8,"Exc","pre. (E & I)"
"ph1",6527826,"BLIND",31,0,1,1,"Ie1-",8,"Exc","pre. (E & I)"
"ph1",6527826,"BLIND",32,1,1,1,"Ee4+",8,"Inh","pre. (E & I)"
"ph1",6527826,"BLIND",33,1,1,1,"Ee4+",9,"Inh","pre. (E & I)"
"ph1",6527826,"BLIND",34,0,1,1,"Ie1-",9,"Exc","pre. (E & I)"
"ph1",6527826,"BLIND",35,1,1,1,"e1+",9,"Exc","pre. (E & I)"
"ph1",6527826,"BLIND",36,0,1,1,"e4-",9,"Inh","pre. (E & I)"
"ph1",6527826,"BLIND",37,1,1,1,"Ee4+",10,"Inh","pre. (E & I)"
"ph1",6527826,"BLIND",38,0,1,1,"e4-",10,"Inh","pre. (E & I)"
"ph1",6527826,"BLIND",39,0,1,1,"Ie1-",10,"Exc","pre. (E & I)"
"ph1",6527826,"BLIND",40,1,1,1,"e1+",10,"Exc","pre. (E & I)"
"ph1",6527826,"BLIND",41,0,1,1,"e4-",11,"Inh","pre. (E & I)"
"ph1",6527826,"BLIND",42,1,1,1,"e1+",11,"Exc","pre. (E & I)"
"ph1",6527826,"BLIND",43,1,1,1,"Ee4+",11,"Inh","pre. (E & I)"
"ph1",6527826,"BLIND",44,0,1,1,"Ie1-",11,"Exc","pre. (E & I)"
"ph1",6527826,"BLIND",45,0,1,1,"Ie1-",12,"Exc","pre. (E & I)"
"ph1",6527826,"BLIND",46,1,1,1,"Ee4+",12,"Inh","pre. (E & I)"
"ph1",6527826,"BLIND",47,1,1,1,"e1+",12,"Exc","pre. (E & I)"
"ph1",6527826,"BLIND",48,0,1,1,"e4-",12,"Inh","pre. (E & I)"
"ph1",6527826,"BLIND",49,0,1,1,"e4-",13,"Inh","pre. (E & I)"
"ph1",6527826,"BLIND",50,1,1,1,"Ee4+",13,"Inh","pre. (E & I)"
"ph1",6527826,"BLIND",51,1,1,1,"e1+",13,"Exc","pre. (E & I)"
"ph1",6527826,"BLIND",52,0,1,1,"Ie1-",13,"Exc","pre. (E & I)"
"ph1",6527826,"BLIND",53,1,1,1,"Ee4+",14,"Inh","pre. (E & I)"
"ph1",6527826,"BLIND",54,0,1,1,"Ie1-",14,"Exc","pre. (E & I)"
"ph1",6527826,"BLIND",55,1,1,1,"e1+",14,"Exc","pre. (E & I)"
"ph1",6527826,"BLIND",56,0,1,1,"e4-",14,"Inh","pre. (E & I)"
"ph1",6527826,"BLIND",57,0,1,1,"Ie1-",15,"Exc","pre. (E & I)"
"ph1",6527826,"BLIND",58,0,1,1,"e4-",15,"Inh","pre. (E & I)"
"ph1",6527826,"BLIND",59,1,1,1,"Ee4+",15,"Inh","pre. (E & I)"
"ph1",6527826,"BLIND",60,1,1,1,"e1+",15,"Exc","pre. (E & I)"
"ph1",6527826,"BLIND",61,0,1,1,"Ee4+",16,"Inh","pre. (E & I)"
"ph1",6527826,"BLIND",62,0,0,1,"e4-",16,"Inh","pre. (E & I)"
"ph1",6527826,"BLIND",63,1,0,1,"e1+",16,"Exc","pre. (E & I)"
"ph1",6527826,"BLIND",64,1,1,1,"Ie1-",16,"Exc","pre. (E & I)"
"ph1",6535699,"BLIND",1,1,0,1,"Ie1-",1,"Exc","pre. (E & I)"
"ph1",6535699,"BLIND",2,0,0,1,"e1+",1,"Exc","pre. (E & I)"
"ph1",6535699,"BLIND",3,0,0,1,"Ee4+",1,"Inh","pre. (E & I)"
"ph1",6535699,"BLIND",4,1,0,1,"e4-",1,"Inh","pre. (E & I)"
"ph1",6535699,"BLIND",5,0,1,1,"e4-",2,"Inh","pre. (E & I)"
"ph1",6535699,"BLIND",6,0,0,1,"e1+",2,"Exc","pre. (E & I)"
"ph1",6535699,"BLIND",7,1,0,1,"Ie1-",2,"Exc","pre. (E & I)"
"ph1",6535699,"BLIND",8,1,1,1,"Ee4+",2,"Inh","pre. (E & I)"
"ph1",6535699,"BLIND",9,1,1,1,"e1+",3,"Exc","pre. (E & I)"
"ph1",6535699,"BLIND",10,1,0,1,"e4-",3,"Inh","pre. (E & I)"
"ph1",6535699,"BLIND",11,0,0,1,"Ee4+",3,"Inh","pre. (E & I)"
"ph1",6535699,"BLIND",12,1,0,1,"Ie1-",3,"Exc","pre. (E & I)"
"ph1",6535699,"BLIND",13,1,0,1,"e4-",4,"Inh","pre. (E & I)"
"ph1",6535699,"BLIND",14,1,0,1,"Ie1-",4,"Exc","pre. (E & I)"
"ph1",6535699,"BLIND",15,0,0,1,"Ee4+",4,"Inh","pre. (E & I)"
"ph1",6535699,"BLIND",16,0,0,1,"e1+",4,"Exc","pre. (E & I)"
"ph1",6535699,"BLIND",17,1,0,1,"e4-",5,"Inh","pre. (E & I)"
"ph1",6535699,"BLIND",18,0,1,1,"Ie1-",5,"Exc","pre. (E & I)"
"ph1",6535699,"BLIND",19,1,1,1,"Ee4+",5,"Inh","pre. (E & I)"
"ph1",6535699,"BLIND",20,0,0,1,"e1+",5,"Exc","pre. (E & I)"
"ph1",6535699,"BLIND",21,1,0,1,"Ee4+",6,"Inh","pre. (E & I)"
"ph1",6535699,"BLIND",22,1,1,1,"Ie1-",6,"Exc","pre. (E & I)"
"ph1",6535699,"BLIND",23,0,0,1,"e4-",6,"Inh","pre. (E & I)"
"ph1",6535699,"BLIND",24,1,0,1,"e1+",6,"Exc","pre. (E & I)"
"ph1",6535699,"BLIND",25,0,0,1,"Ee4+",7,"Inh","pre. (E & I)"
"ph1",6535699,"BLIND",26,0,1,1,"e4-",7,"Inh","pre. (E & I)"
"ph1",6535699,"BLIND",27,1,1,1,"e1+",7,"Exc","pre. (E & I)"
"ph1",6535699,"BLIND",28,1,0,1,"Ie1-",7,"Exc","pre. (E & I)"
"ph1",6535699,"BLIND",29,0,1,1,"Ie1-",8,"Exc","pre. (E & I)"
"ph1",6535699,"BLIND",30,0,0,1,"e1+",8,"Exc","pre. (E & I)"
"ph1",6535699,"BLIND",31,0,0,1,"Ee4+",8,"Inh","pre. (E & I)"
"ph1",6535699,"BLIND",32,0,1,1,"e4-",8,"Inh","pre. (E & I)"
"ph1",6535699,"BLIND",33,0,0,1,"e1+",9,"Exc","pre. (E & I)"
"ph1",6535699,"BLIND",34,0,0,1,"Ee4+",9,"Inh","pre. (E & I)"
"ph1",6535699,"BLIND",35,0,1,1,"e4-",9,"Inh","pre. (E & I)"
"ph1",6535699,"BLIND",36,1,0,1,"Ie1-",9,"Exc","pre. (E & I)"
"ph1",6535699,"BLIND",37,1,1,1,"Ee4+",10,"Inh","pre. (E & I)"
"ph1",6535699,"BLIND",38,0,1,1,"Ie1-",10,"Exc","pre. (E & I)"
"ph1",6535699,"BLIND",39,1,1,1,"e1+",10,"Exc","pre. (E & I)"
"ph1",6535699,"BLIND",40,0,1,1,"e4-",10,"Inh","pre. (E & I)"
"ph1",6535699,"BLIND",41,0,1,1,"e4-",11,"Inh","pre. (E & I)"
"ph1",6535699,"BLIND",42,1,0,1,"Ie1-",11,"Exc","pre. (E & I)"
"ph1",6535699,"BLIND",43,1,1,1,"e1+",11,"Exc","pre. (E & I)"
"ph1",6535699,"BLIND",44,1,1,1,"Ee4+",11,"Inh","pre. (E & I)"
"ph1",6535699,"BLIND",45,0,1,1,"Ie1-",12,"Exc","pre. (E & I)"
"ph1",6535699,"BLIND",46,1,1,1,"e1+",12,"Exc","pre. (E & I)"
"ph1",6535699,"BLIND",47,0,1,1,"e4-",12,"Inh","pre. (E & I)"
"ph1",6535699,"BLIND",48,1,1,1,"Ee4+",12,"Inh","pre. (E & I)"
"ph1",6535699,"BLIND",49,1,0,1,"e1+",13,"Exc","pre. (E & I)"
"ph1",6535699,"BLIND",50,1,0,1,"Ee4+",13,"Inh","pre. (E & I)"
"ph1",6535699,"BLIND",51,0,0,1,"Ie1-",13,"Exc","pre. (E & I)"
"ph1",6535699,"BLIND",52,0,0,1,"e4-",13,"Inh","pre. (E & I)"
"ph1",6535699,"BLIND",53,1,1,1,"e1+",14,"Exc","pre. (E & I)"
"ph1",6535699,"BLIND",54,1,1,1,"Ee4+",14,"Inh","pre. (E & I)"
"ph1",6535699,"BLIND",55,0,1,1,"e4-",14,"Inh","pre. (E & I)"
"ph1",6535699,"BLIND",56,0,1,1,"Ie1-",14,"Exc","pre. (E & I)"
"ph1",6535699,"BLIND",57,0,0,1,"e1+",15,"Exc","pre. (E & I)"
"ph1",6535699,"BLIND",58,0,1,1,"Ie1-",15,"Exc","pre. (E & I)"
"ph1",6535699,"BLIND",59,1,1,1,"Ee4+",15,"Inh","pre. (E & I)"
"ph1",6535699,"BLIND",60,1,0,1,"e4-",15,"Inh","pre. (E & I)"
"ph1",6535699,"BLIND",61,1,1,1,"Ee4+",16,"Inh","pre. (E & I)"
"ph1",6535699,"BLIND",62,0,1,1,"Ie1-",16,"Exc","pre. (E & I)"
"ph1",6535699,"BLIND",63,0,1,1,"e4-",16,"Inh","pre. (E & I)"
"ph1",6535699,"BLIND",64,1,1,1,"e1+",16,"Exc","pre. (E & I)"
"ph1",6536211,"BLIND",1,1,1,1,"Ie1-",1,"Exc","pre. (E & I)"
"ph1",6536211,"BLIND",2,0,0,1,"e4-",1,"Inh","pre. (E & I)"
"ph1",6536211,"BLIND",3,1,0,1,"Ee4+",1,"Inh","pre. (E & I)"
"ph1",6536211,"BLIND",4,0,1,1,"e1+",1,"Exc","pre. (E & I)"
"ph1",6536211,"BLIND",5,1,1,1,"Ee4+",2,"Inh","pre. (E & I)"
"ph1",6536211,"BLIND",6,1,0,1,"Ie1-",2,"Exc","pre. (E & I)"
"ph1",6536211,"BLIND",7,0,0,1,"e1+",2,"Exc","pre. (E & I)"
"ph1",6536211,"BLIND",8,1,0,1,"e4-",2,"Inh","pre. (E & I)"
"ph1",6536211,"BLIND",9,1,1,1,"Ee4+",3,"Inh","pre. (E & I)"
"ph1",6536211,"BLIND",10,0,1,1,"e4-",3,"Inh","pre. (E & I)"
"ph1",6536211,"BLIND",11,1,1,1,"e1+",3,"Exc","pre. (E & I)"
"ph1",6536211,"BLIND",12,1,0,1,"Ie1-",3,"Exc","pre. (E & I)"
"ph1",6536211,"BLIND",13,1,0,1,"e4-",4,"Inh","pre. (E & I)"
"ph1",6536211,"BLIND",14,1,0,1,"Ie1-",4,"Exc","pre. (E & I)"
"ph1",6536211,"BLIND",15,1,1,1,"e1+",4,"Exc","pre. (E & I)"
"ph1",6536211,"BLIND",16,1,1,1,"Ee4+",4,"Inh","pre. (E & I)"
"ph1",6536211,"BLIND",17,1,1,1,"e1+",5,"Exc","pre. (E & I)"
"ph1",6536211,"BLIND",18,1,1,1,"Ee4+",5,"Inh","pre. (E & I)"
"ph1",6536211,"BLIND",19,1,0,1,"e4-",5,"Inh","pre. (E & I)"
"ph1",6536211,"BLIND",20,1,0,1,"Ie1-",5,"Exc","pre. (E & I)"
"ph1",6536211,"BLIND",21,1,1,1,"Ee4+",6,"Inh","pre. (E & I)"
"ph1",6536211,"BLIND",22,0,1,1,"e4-",6,"Inh","pre. (E & I)"
"ph1",6536211,"BLIND",23,1,0,1,"Ie1-",6,"Exc","pre. (E & I)"
"ph1",6536211,"BLIND",24,0,0,1,"e1+",6,"Exc","pre. (E & I)"
"ph1",6536211,"BLIND",25,0,1,1,"e4-",7,"Inh","pre. (E & I)"
"ph1",6536211,"BLIND",26,1,1,1,"Ee4+",7,"Inh","pre. (E & I)"
"ph1",6536211,"BLIND",27,1,1,1,"e1+",7,"Exc","pre. (E & I)"
"ph1",6536211,"BLIND",28,0,1,1,"Ie1-",7,"Exc","pre. (E & I)"
"ph1",6536211,"BLIND",29,0,0,1,"Ee4+",8,"Inh","pre. (E & I)"
"ph1",6536211,"BLIND",30,1,1,1,"e1+",8,"Exc","pre. (E & I)"
"ph1",6536211,"BLIND",31,0,1,1,"Ie1-",8,"Exc","pre. (E & I)"
"ph1",6536211,"BLIND",32,0,1,1,"e4-",8,"Inh","pre. (E & I)"
"ph1",6536211,"BLIND",33,1,0,1,"e1+",9,"Exc","pre. (E & I)"
"ph1",6536211,"BLIND",34,0,0,1,"e4-",9,"Inh","pre. (E & I)"
"ph1",6536211,"BLIND",35,1,0,1,"Ee4+",9,"Inh","pre. (E & I)"
"ph1",6536211,"BLIND",36,1,1,1,"Ie1-",9,"Exc","pre. (E & I)"
"ph1",6536211,"BLIND",37,1,0,1,"Ie1-",10,"Exc","pre. (E & I)"
"ph1",6536211,"BLIND",38,0,0,1,"Ee4+",10,"Inh","pre. (E & I)"
"ph1",6536211,"BLIND",39,1,1,1,"e1+",10,"Exc","pre. (E & I)"
"ph1",6536211,"BLIND",40,0,1,1,"e4-",10,"Inh","pre. (E & I)"
"ph1",6536211,"BLIND",41,1,1,1,"Ee4+",11,"Inh","pre. (E & I)"
"ph1",6536211,"BLIND",42,1,0,1,"Ie1-",11,"Exc","pre. (E & I)"
"ph1",6536211,"BLIND",43,1,1,1,"e1+",11,"Exc","pre. (E & I)"
"ph1",6536211,"BLIND",44,0,1,1,"e4-",11,"Inh","pre. (E & I)"
"ph1",6536211,"BLIND",45,0,1,1,"e4-",12,"Inh","pre. (E & I)"
"ph1",6536211,"BLIND",46,1,1,1,"e1+",12,"Exc","pre. (E & I)"
"ph1",6536211,"BLIND",47,0,1,1,"Ie1-",12,"Exc","pre. (E & I)"
"ph1",6536211,"BLIND",48,1,1,1,"Ee4+",12,"Inh","pre. (E & I)"
"ph1",6536211,"BLIND",49,0,0,1,"e1+",13,"Exc","pre. (E & I)"
"ph1",6536211,"BLIND",50,0,1,1,"e4-",13,"Inh","pre. (E & I)"
"ph1",6536211,"BLIND",51,1,0,1,"Ie1-",13,"Exc","pre. (E & I)"
"ph1",6536211,"BLIND",52,1,1,1,"Ee4+",13,"Inh","pre. (E & I)"
"ph1",6536211,"BLIND",53,0,0,1,"Ee4+",14,"Inh","pre. (E & I)"
"ph1",6536211,"BLIND",54,0,1,1,"Ie1-",14,"Exc","pre. (E & I)"
"ph1",6536211,"BLIND",55,0,1,1,"e4-",14,"Inh","pre. (E & I)"
"ph1",6536211,"BLIND",56,1,1,1,"e1+",14,"Exc","pre. (E & I)"
"ph1",6536211,"BLIND",57,1,1,1,"e1+",15,"Exc","pre. (E & I)"
"ph1",6536211,"BLIND",58,0,1,1,"Ie1-",15,"Exc","pre. (E & I)"
"ph1",6536211,"BLIND",59,1,1,1,"Ee4+",15,"Inh","pre. (E & I)"
"ph1",6536211,"BLIND",60,0,1,1,"e4-",15,"Inh","pre. (E & I)"
"ph1",6536211,"BLIND",61,0,0,1,"Ee4+",16,"Inh","pre. (E & I)"
"ph1",6536211,"BLIND",62,1,0,1,"Ie1-",16,"Exc","pre. (E & I)"
"ph1",6536211,"BLIND",63,1,1,1,"e1+",16,"Exc","pre. (E & I)"
"ph1",6536211,"BLIND",64,0,1,1,"e4-",16,"Inh","pre. (E & I)"
"ph1",6536251,"BLIND",1,1,0,1,"Ie1-",1,"Exc","pre. (E & I)"
"ph1",6536251,"BLIND",2,1,1,1,"Ee4+",1,"Inh","pre. (E & I)"
"ph1",6536251,"BLIND",3,1,0,1,"e4-",1,"Inh","pre. (E & I)"
"ph1",6536251,"BLIND",4,1,1,1,"e1+",1,"Exc","pre. (E & I)"
"ph1",6536251,"BLIND",5,0,1,1,"Ie1-",2,"Exc","pre. (E & I)"
"ph1",6536251,"BLIND",6,0,0,1,"e1+",2,"Exc","pre. (E & I)"
"ph1",6536251,"BLIND",7,1,1,1,"Ee4+",2,"Inh","pre. (E & I)"
"ph1",6536251,"BLIND",8,0,1,1,"e4-",2,"Inh","pre. (E & I)"
"ph1",6536251,"BLIND",9,0,0,1,"Ee4+",3,"Inh","pre. (E & I)"
"ph1",6536251,"BLIND",10,0,0,1,"e1+",3,"Exc","pre. (E & I)"
"ph1",6536251,"BLIND",11,0,1,1,"e4-",3,"Inh","pre. (E & I)"
"ph1",6536251,"BLIND",12,0,1,1,"Ie1-",3,"Exc","pre. (E & I)"
"ph1",6536251,"BLIND",13,1,1,1,"e1+",4,"Exc","pre. (E & I)"
"ph1",6536251,"BLIND",14,0,1,1,"e4-",4,"Inh","pre. (E & I)"
"ph1",6536251,"BLIND",15,0,1,1,"Ie1-",4,"Exc","pre. (E & I)"
"ph1",6536251,"BLIND",16,1,1,1,"Ee4+",4,"Inh","pre. (E & I)"
"ph1",6536251,"BLIND",17,1,1,1,"Ee4+",5,"Inh","pre. (E & I)"
"ph1",6536251,"BLIND",18,0,1,1,"e4-",5,"Inh","pre. (E & I)"
"ph1",6536251,"BLIND",19,1,1,1,"e1+",5,"Exc","pre. (E & I)"
"ph1",6536251,"BLIND",20,0,1,1,"Ie1-",5,"Exc","pre. (E & I)"
"ph1",6536251,"BLIND",21,1,1,1,"e1+",6,"Exc","pre. (E & I)"
"ph1",6536251,"BLIND",22,0,1,1,"Ie1-",6,"Exc","pre. (E & I)"
"ph1",6536251,"BLIND",23,0,1,1,"e4-",6,"Inh","pre. (E & I)"
"ph1",6536251,"BLIND",24,1,1,1,"Ee4+",6,"Inh","pre. (E & I)"
"ph1",6536251,"BLIND",25,1,0,1,"e1+",7,"Exc","pre. (E & I)"
"ph1",6536251,"BLIND",26,1,0,1,"Ee4+",7,"Inh","pre. (E & I)"
"ph1",6536251,"BLIND",27,0,0,1,"e4-",7,"Inh","pre. (E & I)"
"ph1",6536251,"BLIND",28,1,1,1,"Ie1-",7,"Exc","pre. (E & I)"
"ph1",6536251,"BLIND",29,1,1,1,"e1+",8,"Exc","pre. (E & I)"
"ph1",6536251,"BLIND",30,0,0,1,"Ee4+",8,"Inh","pre. (E & I)"
"ph1",6536251,"BLIND",31,0,1,1,"e4-",8,"Inh","pre. (E & I)"
"ph1",6536251,"BLIND",32,1,0,1,"Ie1-",8,"Exc","pre. (E & I)"
"ph1",6536251,"BLIND",33,1,0,1,"Ie1-",9,"Exc","pre. (E & I)"
"ph1",6536251,"BLIND",34,1,1,1,"Ee4+",9,"Inh","pre. (E & I)"
"ph1",6536251,"BLIND",35,0,1,1,"e4-",9,"Inh","pre. (E & I)"
"ph1",6536251,"BLIND",36,1,1,1,"e1+",9,"Exc","pre. (E & I)"
"ph1",6536251,"BLIND",37,1,1,1,"e1+",10,"Exc","pre. (E & I)"
"ph1",6536251,"BLIND",38,0,1,1,"Ie1-",10,"Exc","pre. (E & I)"
"ph1",6536251,"BLIND",39,0,1,1,"e4-",10,"Inh","pre. (E & I)"
"ph1",6536251,"BLIND",40,1,1,1,"Ee4+",10,"Inh","pre. (E & I)"
"ph1",6536251,"BLIND",41,1,1,1,"e1+",11,"Exc","pre. (E & I)"
"ph1",6536251,"BLIND",42,0,1,1,"e4-",11,"Inh","pre. (E & I)"
"ph1",6536251,"BLIND",43,0,1,1,"Ie1-",11,"Exc","pre. (E & I)"
"ph1",6536251,"BLIND",44,0,0,1,"Ee4+",11,"Inh","pre. (E & I)"
"ph1",6536251,"BLIND",45,0,1,1,"e4-",12,"Inh","pre. (E & I)"
"ph1",6536251,"BLIND",46,0,1,1,"Ie1-",12,"Exc","pre. (E & I)"
"ph1",6536251,"BLIND",47,1,1,1,"e1+",12,"Exc","pre. (E & I)"
"ph1",6536251,"BLIND",48,1,1,1,"Ee4+",12,"Inh","pre. (E & I)"
"ph1",6536251,"BLIND",49,1,1,1,"Ee4+",13,"Inh","pre. (E & I)"
"ph1",6536251,"BLIND",50,1,0,1,"e4-",13,"Inh","pre. (E & I)"
"ph1",6536251,"BLIND",51,0,1,1,"Ie1-",13,"Exc","pre. (E & I)"
"ph1",6536251,"BLIND",52,1,1,1,"e1+",13,"Exc","pre. (E & I)"
"ph1",6536251,"BLIND",53,0,1,1,"e4-",14,"Inh","pre. (E & I)"
"ph1",6536251,"BLIND",54,1,1,1,"e1+",14,"Exc","pre. (E & I)"
"ph1",6536251,"BLIND",55,0,0,1,"Ee4+",14,"Inh","pre. (E & I)"
"ph1",6536251,"BLIND",56,0,1,1,"Ie1-",14,"Exc","pre. (E & I)"
"ph1",6536251,"BLIND",57,1,1,1,"e1+",15,"Exc","pre. (E & I)"
"ph1",6536251,"BLIND",58,0,1,1,"e4-",15,"Inh","pre. (E & I)"
"ph1",6536251,"BLIND",59,1,0,1,"Ie1-",15,"Exc","pre. (E & I)"
"ph1",6536251,"BLIND",60,1,1,1,"Ee4+",15,"Inh","pre. (E & I)"
"ph1",6536251,"BLIND",61,0,0,1,"e4-",16,"Inh","pre. (E & I)"
"ph1",6536251,"BLIND",62,0,0,1,"Ie1-",16,"Exc","pre. (E & I)"
"ph1",6536251,"BLIND",63,1,0,1,"Ee4+",16,"Inh","pre. (E & I)"
"ph1",6536251,"BLIND",64,0,1,1,"e1+",16,"Exc","pre. (E & I)"
"ph1",6536686,"BLIND",1,1,1,1,"Ee4+",1,"Inh","pre. (E & I)"
"ph1",6536686,"BLIND",2,1,1,1,"e1+",1,"Exc","pre. (E & I)"
"ph1",6536686,"BLIND",3,1,0,1,"e4-",1,"Inh","pre. (E & I)"
"ph1",6536686,"BLIND",4,1,0,1,"Ie1-",1,"Exc","pre. (E & I)"
"ph1",6536686,"BLIND",5,1,0,1,"Ie1-",2,"Exc","pre. (E & I)"
"ph1",6536686,"BLIND",6,1,0,1,"e4-",2,"Inh","pre. (E & I)"
"ph1",6536686,"BLIND",7,1,1,1,"e1+",2,"Exc","pre. (E & I)"
"ph1",6536686,"BLIND",8,0,0,1,"Ee4+",2,"Inh","pre. (E & I)"
"ph1",6536686,"BLIND",9,1,0,1,"e4-",3,"Inh","pre. (E & I)"
"ph1",6536686,"BLIND",10,0,0,1,"e1+",3,"Exc","pre. (E & I)"
"ph1",6536686,"BLIND",11,1,1,1,"Ee4+",3,"Inh","pre. (E & I)"
"ph1",6536686,"BLIND",12,1,0,1,"Ie1-",3,"Exc","pre. (E & I)"
"ph1",6536686,"BLIND",13,1,1,1,"Ee4+",4,"Inh","pre. (E & I)"
"ph1",6536686,"BLIND",14,0,0,1,"e1+",4,"Exc","pre. (E & I)"
"ph1",6536686,"BLIND",15,1,0,1,"Ie1-",4,"Exc","pre. (E & I)"
"ph1",6536686,"BLIND",16,0,1,1,"e4-",4,"Inh","pre. (E & I)"
"ph1",6536686,"BLIND",17,0,0,1,"e1+",5,"Exc","pre. (E & I)"
"ph1",6536686,"BLIND",18,0,1,1,"e4-",5,"Inh","pre. (E & I)"
"ph1",6536686,"BLIND",19,0,0,1,"Ee4+",5,"Inh","pre. (E & I)"
"ph1",6536686,"BLIND",20,0,1,1,"Ie1-",5,"Exc","pre. (E & I)"
"ph1",6536686,"BLIND",21,1,1,1,"e1+",6,"Exc","pre. (E & I)"
"ph1",6536686,"BLIND",22,0,1,1,"e4-",6,"Inh","pre. (E & I)"
"ph1",6536686,"BLIND",23,1,0,1,"Ie1-",6,"Exc","pre. (E & I)"
"ph1",6536686,"BLIND",24,1,1,1,"Ee4+",6,"Inh","pre. (E & I)"
"ph1",6536686,"BLIND",25,0,1,1,"e4-",7,"Inh","pre. (E & I)"
"ph1",6536686,"BLIND",26,0,0,1,"e1+",7,"Exc","pre. (E & I)"
"ph1",6536686,"BLIND",27,1,1,1,"Ee4+",7,"Inh","pre. (E & I)"
"ph1",6536686,"BLIND",28,0,1,1,"Ie1-",7,"Exc","pre. (E & I)"
"ph1",6536686,"BLIND",29,1,1,1,"e4-",8,"Inh","pre. (E & I)"
"ph1",6536686,"BLIND",30,0,0,1,"Ie1-",8,"Exc","pre. (E & I)"
"ph1",6536686,"BLIND",31,1,0,1,"e1+",8,"Exc","pre. (E & I)"
"ph1",6536686,"BLIND",32,1,0,1,"Ee4+",8,"Inh","pre. (E & I)"
"ph1",6536686,"BLIND",33,1,1,1,"Ee4+",9,"Inh","pre. (E & I)"
"ph1",6536686,"BLIND",34,0,0,1,"e1+",9,"Exc","pre. (E & I)"
"ph1",6536686,"BLIND",35,0,1,1,"Ie1-",9,"Exc","pre. (E & I)"
"ph1",6536686,"BLIND",36,1,0,1,"e4-",9,"Inh","pre. (E & I)"
"ph1",6536686,"BLIND",37,0,1,1,"Ie1-",10,"Exc","pre. (E & I)"
"ph1",6536686,"BLIND",38,0,0,1,"e1+",10,"Exc","pre. (E & I)"
"ph1",6536686,"BLIND",39,0,0,1,"Ee4+",10,"Inh","pre. (E & I)"
"ph1",6536686,"BLIND",40,0,1,1,"e4-",10,"Inh","pre. (E & I)"
"ph1",6536686,"BLIND",41,1,1,1,"Ee4+",11,"Inh","pre. (E & I)"
"ph1",6536686,"BLIND",42,0,0,1,"e1+",11,"Exc","pre. (E & I)"
"ph1",6536686,"BLIND",43,0,1,1,"Ie1-",11,"Exc","pre. (E & I)"
"ph1",6536686,"BLIND",44,1,0,1,"e4-",11,"Inh","pre. (E & I)"
"ph1",6536686,"BLIND",45,0,1,1,"Ie1-",12,"Exc","pre. (E & I)"
"ph1",6536686,"BLIND",46,0,0,1,"e1+",12,"Exc","pre. (E & I)"
"ph1",6536686,"BLIND",47,1,1,1,"Ee4+",12,"Inh","pre. (E & I)"
